,P (MPa),T (°C),Specific Volume (m^3/kg),Density (kg/m^3),Specific Internal Energy (kJ/kg),Specific Enthalpy (kJ/kg),Specific Entropy [kJ/(kg K)]
406,0.04,820.0,12.612,0.07929,3703.02,4207.5,10.035
407,0.04,840.0,12.843,0.077865,3741.08,4254.8,10.077
408,0.04,860.0,13.074,0.07649,3779.34,4302.3,10.12
409,0.04,880.0,13.304,0.075163,3817.94,4350.1,10.162
410,0.04,900.0,13.535,0.073882,3856.8,4398.2,10.203
411,0.04,920.0,13.766,0.072643,3895.96,4446.6,10.244
412,0.04,940.0,13.997,0.071445,3935.32,4495.2,10.284
413,0.04,960.0,14.228,0.070286,3974.98,4544.1,10.324
414,0.04,980.0,14.458,0.069164,4014.98,4593.3,10.364
415,0.04,1000.0,14.689,0.068077,4055.14,4642.7,10.403
416,0.04,1100.0,15.843,0.063119,4259.98,4893.7,10.593
417,0.04,1200.0,16.997,0.058834,4470.82,5150.7,10.773
418,0.04,1300.0,18.151,0.055093,4687.26,5413.3,10.946
419,0.04,1400.0,19.305,0.0518,4909.0,5681.2,11.111
420,0.04,1500.0,20.459,0.048879,5135.54,5953.9,11.269
421,0.04,1600.0,21.613,0.046269,5366.58,6231.1,11.421
422,0.04,1800.0,23.92,0.041806,5840.4,6797.2,11.708
423,0.04,2000.0,26.228,0.038127,6327.88,7377.0,11.975
424,0.05,0.0,0.00100018,999.82,-0.040009,0.01,-0.00015
425,0.05,5.0,0.00100006,999.94,21.019997,21.07,0.07625
426,0.05,10.0,0.00100032,999.68,42.019984,42.07,0.15108
427,0.05,15.0,0.00100092,999.08,62.979954,63.03,0.22446
428,0.05,20.0,0.00100182,998.18,83.909909,83.96,0.29647
429,0.05,25.0,0.00100298,997.02,104.819851,104.87,0.36721
430,0.05,30.0,0.00100439,995.63,125.7297805,125.78,0.43674
431,0.05,35.0,0.00100603,994.01,146.6196985,146.67,0.50511
432,0.05,40.0,0.00100787,992.19,167.5196065,167.57,0.57239
433,0.05,45.0,0.00100991,990.19,188.4195045,188.47,0.6386
434,0.05,50.0,0.00101213,988.01,209.3193935,209.37,0.70379
435,0.05,55.0,0.00101454,985.67,230.239273,230.29,0.76801
436,0.05,60.0,0.00101711,983.17,251.1591445,251.21,0.83128
437,0.05,65.0,0.00101986,980.53,272.089007,272.14,0.89364
438,0.05,70.0,0.00102276,977.74,293.028862,293.08,0.95512
439,0.05,75.0,0.00102583,974.82,313.9887085,314.04,1.0158
440,0.05,80.0,0.00102905,971.77,334.9585475,335.01,1.0756
441,0.05,81.317,0.00102993,970.94,340.4885035,340.54,1.0912
442,0.05,81.317,3.24,0.30864,2483.2,2645.2,7.593
443,0.05,85.0,3.2754,0.3053,2488.83,2652.6,7.6138
444,0.05,90.0,3.3233,0.3009,2496.435,2662.6,7.6415
445,0.05,95.0,3.3711,0.29664,2503.945,2672.5,7.6686
446,0.05,100.0,3.4187,0.29251,2511.465,2682.4,7.6953
447,0.05,105.0,3.4661,0.2885,2518.995,2692.3,7.7215
448,0.05,110.0,3.5135,0.28462,2526.425,2702.1,7.7474
449,0.05,115.0,3.5608,0.28084,2533.86,2711.9,7.7728
450,0.05,120.0,3.608,0.27716,2541.3,2721.7,7.7978
451,0.05,125.0,3.6551,0.27359,2548.745,2731.5,7.8225
452,0.05,130.0,3.7021,0.27012,2556.095,2741.2,7.8469
453,0.05,135.0,3.7491,0.26673,2563.545,2751.0,7.871
454,0.05,140.0,3.796,0.26343,2570.9,2760.7,7.8947
455,0.05,145.0,3.8429,0.26022,2578.355,2770.5,7.9181
456,0.05,150.0,3.8897,0.25709,2585.715,2780.2,7.9413
457,0.05,155.0,3.9365,0.25403,2593.175,2790.0,7.9642
458,0.05,160.0,3.9833,0.25105,2600.535,2799.7,7.9868
459,0.05,165.0,4.03,0.24814,2607.9,2809.4,8.0091
460,0.05,170.0,4.0766,0.2453,2615.37,2819.2,8.0312
461,0.05,175.0,4.1233,0.24252,2622.735,2828.9,8.0531
462,0.05,180.0,4.1699,0.23981,2630.205,2838.7,8.0748
463,0.05,185.0,4.2165,0.23716,2637.575,2848.4,8.0962
464,0.05,190.0,4.2631,0.23457,2645.045,2858.2,8.1174
465,0.05,195.0,4.3096,0.23204,2652.52,2868.0,8.1384
466,0.05,200.0,4.3562,0.22956,2659.99,2877.8,8.1592
467,0.05,210.0,4.4492,0.22476,2674.94,2897.4,8.2001
468,0.05,220.0,4.5421,0.22016,2689.895,2917.0,8.2404
469,0.05,230.0,4.635,0.21575,2704.95,2936.7,8.2799
470,0.05,240.0,4.7278,0.21151,2720.01,2956.4,8.3187
471,0.05,250.0,4.8206,0.20744,2735.07,2976.1,8.3568
472,0.05,260.0,4.9134,0.20353,2750.33,2996.0,8.3943
473,0.05,270.0,5.0061,0.19976,2765.495,3015.8,8.4313
474,0.05,280.0,5.0988,0.19613,2780.86,3035.8,8.4676
475,0.05,290.0,5.1914,0.19263,2796.13,3055.7,8.5034
476,0.05,300.0,5.284,0.18925,2811.6,3075.8,8.5386
477,0.05,310.0,5.3767,0.18599,2826.965,3095.8,8.5734
478,0.05,320.0,5.4692,0.18284,2842.54,3116.0,8.6076
479,0.05,330.0,5.5618,0.1798,2858.11,3136.2,8.6414
480,0.05,340.0,5.6544,0.17685,2873.78,3156.5,8.6747
481,0.05,350.0,5.7469,0.17401,2889.455,3176.8,8.7076
482,0.05,360.0,5.8394,0.17125,2905.23,3197.2,8.7401
483,0.05,370.0,5.9319,0.16858,2921.005,3217.6,8.7721
484,0.05,380.0,6.0244,0.16599,2936.88,3238.1,8.8038
485,0.05,390.0,6.1169,0.16348,2952.855,3258.7,8.835
486,0.05,400.0,6.2094,0.16105,2968.83,3279.3,8.8659
487,0.05,410.0,6.3019,0.15868,2984.905,3300.0,8.8964
488,0.05,420.0,6.3943,0.15639,3001.085,3320.8,8.9266
489,0.05,430.0,6.4868,0.15416,3017.26,3341.6,8.9564
490,0.05,440.0,6.5792,0.15199,3033.54,3362.5,8.9859
491,0.05,450.0,6.6717,0.14989,3049.915,3383.5,9.0151
492,0.05,460.0,6.7641,0.14784,3066.295,3404.5,9.044
493,0.05,470.0,6.8565,0.14585,3082.775,3425.6,9.0726
494,0.05,480.0,6.9489,0.14391,3099.255,3446.7,9.1008
495,0.05,490.0,7.0414,0.14202,3115.93,3468.0,9.1288
496,0.05,500.0,7.1338,0.14018,3132.61,3489.3,9.1566
497,0.05,520.0,7.3186,0.13664,3166.17,3532.1,9.2112
498,0.05,540.0,7.5034,0.13327,3199.93,3575.1,9.2648
499,0.05,560.0,7.6881,0.13007,3234.095,3618.5,9.3175
500,0.05,580.0,7.8729,0.12702,3268.455,3662.1,9.3692
501,0.05,600.0,8.0576,0.12411,3303.12,3706.0,9.4201
502,0.05,620.0,8.2424,0.12132,3337.98,3750.1,9.4701
503,0.05,640.0,8.4271,0.11866,3373.245,3794.6,9.5193
504,0.05,660.0,8.6118,0.11612,3408.71,3839.3,9.5678
505,0.05,680.0,8.7965,0.11368,3444.575,3884.4,9.6155
506,0.05,700.0,8.9812,0.11134,3480.64,3929.7,9.6625
507,0.05,720.0,9.1659,0.1091,3517.005,3975.3,9.7089
508,0.05,740.0,9.3506,0.10694,3553.57,4021.1,9.7546
509,0.05,760.0,9.5353,0.10487,3590.535,4067.3,9.7998
510,0.05,780.0,9.72,0.10288,3627.7,4113.7,9.8443
511,0.05,800.0,9.9047,0.10096,3665.165,4160.4,9.8882
512,0.05,820.0,10.089,0.099115,3702.95,4207.4,9.9316
513,0.05,840.0,10.274,0.097333,3741.0,4254.7,9.9745
514,0.05,860.0,10.459,0.095614,3779.35,4302.3,10.017
515,0.05,880.0,10.643,0.093955,3817.95,4350.1,10.059
516,0.05,900.0,10.828,0.092353,3856.8,4398.2,10.1
517,0.05,920.0,11.013,0.090805,3895.95,4446.6,10.141
518,0.05,940.0,11.197,0.089307,3935.35,4495.2,10.181
519,0.05,960.0,11.382,0.087858,3975.0,4544.1,10.221
520,0.05,980.0,11.567,0.086456,4014.95,4593.3,10.261
521,0.05,1000.0,11.751,0.085097,4055.15,4642.7,10.3
522,0.05,1100.0,12.674,0.078899,4260.0,4893.7,10.49
523,0.05,1200.0,13.598,0.073542,4470.8,5150.7,10.67
524,0.05,1300.0,14.521,0.068867,4687.25,5413.3,10.843
525,0.05,1400.0,15.444,0.06475,4909.0,5681.2,11.008
526,0.05,1500.0,16.367,0.061098,5135.55,5953.9,11.166
527,0.05,1600.0,17.29,0.057836,5366.6,6231.1,11.318
528,0.05,1800.0,19.136,0.052257,5840.4,6797.2,11.605
529,0.05,2000.0,20.982,0.047659,6327.9,7377.0,11.872
530,0.06,0.0,0.00100018,999.82,-0.0400108,0.02,0.00015
531,0.06,5.0,0.00100005,999.95,21.019997,21.08,0.07625
532,0.06,10.0,0.00100032,999.68,42.0199808,42.08,0.15108
533,0.06,15.0,0.00100092,999.08,62.9799448,63.04,0.22445
534,0.06,20.0,0.00100182,998.19,83.9098908,83.97,0.29647
535,0.06,25.0,0.00100298,997.03,104.8198212,104.88,0.36721
536,0.06,30.0,0.00100439,995.63,125.7197366,125.78,0.43674
537,0.06,35.0,0.00100602,994.02,146.6196388,146.68,0.50511
538,0.06,40.0,0.00100786,992.2,167.5195284,167.58,0.57238
539,0.06,45.0,0.0010099,990.19,188.419406,188.48,0.63859
540,0.06,50.0,0.00101213,988.02,209.3192722,209.38,0.70379
541,0.06,55.0,0.00101453,985.68,230.2291282,230.29,0.768
542,0.06,60.0,0.00101711,983.18,251.1489734,251.21,0.83127
543,0.06,65.0,0.00101985,980.53,272.078809,272.14,0.89363
544,0.06,70.0,0.00102276,977.75,293.0286344,293.09,0.95512
545,0.06,75.0,0.00102583,974.82,313.9884502,314.05,1.0158
546,0.06,80.0,0.00102905,971.77,334.958257,335.02,1.0756
547,0.06,85.0,0.00103243,968.59,355.9580542,356.02,1.1346
548,0.06,85.926,0.00103307,967.99,359.8480158,359.91,1.1454
549,0.06,85.926,2.7317,0.36607,2488.998,2652.9,7.5311
550,0.06,90.0,2.7645,0.36173,2495.23,2661.1,7.554
551,0.06,95.0,2.8046,0.35656,2502.824,2671.1,7.5814
552,0.06,100.0,2.8445,0.35156,2510.43,2681.1,7.6084
553,0.06,105.0,2.8843,0.3467,2518.042,2691.1,7.6348
554,0.06,110.0,2.924,0.342,2525.56,2701.0,7.6609
555,0.06,115.0,2.9636,0.33743,2533.084,2710.9,7.6865
556,0.06,120.0,3.0031,0.33299,2540.514,2720.7,7.7117
557,0.06,125.0,3.0425,0.32868,2547.95,2730.5,7.7365
558,0.06,130.0,3.0819,0.32448,2555.386,2740.3,7.761
559,0.06,135.0,3.1212,0.3239,2562.828,2750.1,7.7852
560,0.06,140.0,3.1604,0.31642,2570.276,2759.9,7.809
561,0.06,145.0,3.1996,0.31254,2577.724,2769.7,7.8326
562,0.06,150.0,3.2387,0.30876,2585.178,2779.5,7.8558
563,0.06,155.0,3.2778,0.3058,2592.632,2789.3,7.8788
564,0.06,160.0,3.3169,0.30149,2599.986,2799.0,7.9015
565,0.06,165.0,3.3559,0.29798,2607.446,2808.8,7.9239
566,0.06,170.0,3.3949,0.29456,2614.906,2818.6,7.9461
567,0.06,175.0,3.4338,0.29122,2622.372,2828.4,7.968
568,0.06,180.0,3.4728,0.28795,2629.732,2838.1,7.9897
569,0.06,185.0,3.5117,0.28476,2637.198,2847.9,8.0112
570,0.06,190.0,3.5506,0.28165,2644.664,2857.7,8.0324
571,0.06,195.0,3.5894,0.2786,2652.136,2867.5,8.0535
572,0.06,200.0,3.6283,0.27561,2659.602,2877.3,8.0743
573,0.06,210.0,3.7059,0.26984,2674.546,2896.9,8.1153
574,0.06,220.0,3.7834,0.26431,2689.596,2916.6,8.1556
575,0.06,230.0,3.8609,0.259,2704.646,2936.3,8.1952
576,0.06,240.0,3.9384,0.25391,2719.696,2956.0,8.234
577,0.06,250.0,4.0158,0.2492,2734.852,2975.8,8.2722
578,0.06,260.0,4.0932,0.24431,2750.108,2995.7,8.3098
579,0.06,270.0,4.1705,0.23978,2765.27,3015.5,8.3467
580,0.06,280.0,4.2478,0.23542,2780.632,3035.5,8.3831
581,0.06,290.0,4.3251,0.23121,2795.994,3055.5,8.4189
582,0.06,300.0,4.4023,0.22715,2811.362,3075.5,8.4542
583,0.06,310.0,4.4795,0.22324,2826.83,3095.6,8.4889
584,0.06,320.0,4.5567,0.21945,2842.398,3115.8,8.5232
585,0.06,330.0,4.6339,0.2158,2857.966,3136.0,8.557
586,0.06,340.0,4.7111,0.21226,2873.634,3156.3,8.5904
587,0.06,350.0,4.7883,0.20884,2889.302,3176.6,8.6232
588,0.06,360.0,4.8654,0.20553,2905.076,3197.0,8.6557
589,0.06,370.0,4.9425,0.20233,2920.85,3217.4,8.6878
590,0.06,380.0,5.0196,0.19922,2936.824,3238.0,8.7194
591,0.06,390.0,5.0967,0.1962,2952.698,3258.5,8.7507
592,0.06,400.0,5.1738,0.19328,2968.772,3279.2,8.7816
593,0.06,410.0,5.2509,0.1944,2984.846,3299.9,8.8121
594,0.06,420.0,5.328,0.18769,3001.02,3320.7,8.8423
595,0.06,430.0,5.4051,0.1851,3017.194,3341.5,8.8721
596,0.06,440.0,5.4821,0.18241,3033.474,3362.4,8.9017
597,0.06,450.0,5.5592,0.17988,3049.748,3383.3,8.9308
598,0.06,460.0,5.6362,0.17742,3066.228,3404.4,8.9597
599,0.06,470.0,5.7133,0.1753,3082.702,3425.5,8.9883
600,0.06,480.0,5.7903,0.1727,3099.182,3446.6,9.0166
601,0.06,490.0,5.8673,0.1744,3115.862,3467.9,9.0446
602,0.06,500.0,5.9444,0.16823,3132.536,3489.2,9.0723
603,0.06,520.0,6.0984,0.16398,3166.096,3532.0,9.127
604,0.06,540.0,6.2524,0.15994,3199.856,3575.0,9.1806
605,0.06,560.0,6.4064,0.1569,3234.016,3618.4,9.2332
606,0.06,580.0,6.5604,0.15243,3268.376,3662.0,9.285
607,0.06,600.0,6.7144,0.14893,3303.036,3705.9,9.3358
608,0.06,620.0,6.8684,0.1456,3337.996,3750.1,9.3859
609,0.06,640.0,7.0223,0.1424,3373.162,3794.5,9.4351
610,0.06,660.0,7.1763,0.13935,3408.722,3839.3,9.4836
611,0.06,680.0,7.3302,0.13642,3444.488,3884.3,9.5313
612,0.06,700.0,7.4841,0.13362,3480.554,3929.6,9.5784
613,0.06,720.0,7.6381,0.1392,3516.914,3975.2,9.6247
614,0.06,740.0,7.792,0.12834,3553.58,4021.1,9.6705
615,0.06,760.0,7.9459,0.12585,3590.446,4067.2,9.7156
616,0.06,780.0,8.0998,0.12346,3627.712,4113.7,9.7601
617,0.06,800.0,8.2537,0.12116,3665.178,4160.4,9.804
618,0.06,820.0,8.4076,0.11894,3702.944,4207.4,9.8474
619,0.06,840.0,8.5615,0.1168,3741.01,4254.7,9.8903
620,0.06,860.0,8.7154,0.11474,3779.276,4302.2,9.9326
621,0.06,880.0,8.8693,0.11275,3817.942,4350.1,9.9745
622,0.06,900.0,9.0232,0.11083,3856.808,4398.2,10.016
623,0.06,920.0,9.1771,0.10897,3895.874,4446.5,10.057
624,0.06,940.0,9.331,0.10717,3935.34,4495.2,10.097
625,0.06,960.0,9.4849,0.10543,3975.006,4544.1,10.137
626,0.06,980.0,9.6388,0.10375,4014.872,4593.2,10.177
627,0.06,1000.0,9.7927,0.10212,4055.138,4642.7,10.216
628,0.06,1100.0,10.562,0.094679,4259.88,4893.6,10.406
629,0.06,1200.0,11.331,0.088251,4470.74,5150.6,10.586
630,0.06,1300.0,12.101,0.08264,4687.24,5413.3,10.759
631,0.06,1400.0,12.87,0.0777,4909.0,5681.2,10.924
632,0.06,1500.0,13.639,0.073318,5135.56,5953.9,11.082
633,0.06,1600.0,14.409,0.069403,5366.46,6231.0,11.234
634,0.06,1800.0,15.947,0.062708,5840.38,6797.2,11.521
635,0.06,2000.0,17.485,0.05719,6327.9,7377.0,11.788
636,0.07,0.0,0.00100017,999.83,-0.0400119,0.03,-0.00015
637,0.07,5.0,0.00100005,999.95,21.0199965,21.09,0.07625
638,0.07,10.0,0.00100031,999.69,42.0199783,42.09,0.15108
639,0.07,15.0,0.00100091,999.09,62.9799363,63.05,0.22445
640,0.07,20.0,0.00100181,998.19,83.9098733,83.98,0.29647
641,0.07,25.0,0.00100298,997.03,104.8197914,104.89,0.36721
642,0.07,30.0,0.00100438,995.64,125.7196934,125.79,0.43673
643,0.07,35.0,0.00100602,994.02,146.6195786,146.69,0.50511
644,0.07,40.0,0.00100786,992.2,167.5194498,167.59,0.57238
645,0.07,45.0,0.0010099,990.2,188.419307,188.49,0.63859
646,0.07,50.0,0.00101212,988.02,209.3191516,209.39,0.70378
647,0.07,55.0,0.00101453,985.68,230.2289829,230.3,0.768
648,0.07,60.0,0.00101711,983.18,251.1488023,251.22,0.83127
649,0.07,65.0,0.00101985,980.54,272.0786105,272.15,0.89363
650,0.07,70.0,0.00102276,977.75,293.0284068,293.1,0.95511
651,0.07,75.0,0.00102582,974.83,313.9881926,314.06,1.0157
652,0.07,80.0,0.00102904,971.78,334.9579672,335.03,1.0756
653,0.07,85.0,0.00103242,968.6,355.9477306,356.02,1.1346
654,0.07,89.932,0.0010359,965.34,376.677487,376.75,1.1921
655,0.07,89.932,2.3648,0.42287,2493.864,2659.4,7.479
656,0.07,90.0,2.3653,0.42279,2494.029,2659.6,7.4794
657,0.07,95.0,2.3999,0.41669,2501.707,2669.7,7.5072
658,0.07,100.0,2.4343,0.41079,2509.399,2679.8,7.5344
659,0.07,105.0,2.4687,0.40508,2516.991,2689.8,7.5611
660,0.07,110.0,2.5029,0.39954,2524.597,2699.8,7.5874
661,0.07,115.0,2.537,0.39417,2532.21,2709.8,7.6132
662,0.07,120.0,2.571,0.38895,2539.73,2719.7,7.6385
663,0.07,125.0,2.6049,0.38389,2547.257,2729.6,7.6635
664,0.07,130.0,2.6388,0.37896,2554.784,2739.5,7.6882
665,0.07,135.0,2.6726,0.37416,2562.218,2749.3,7.7124
666,0.07,140.0,2.7064,0.3695,2569.652,2759.1,7.7364
667,0.07,145.0,2.7401,0.36495,2577.193,2769.0,7.76
668,0.07,150.0,2.7737,0.36053,2584.641,2778.8,7.7834
669,0.07,155.0,2.8073,0.35621,2592.089,2788.6,7.8064
670,0.07,160.0,2.8409,0.352,2599.537,2798.4,7.8292
671,0.07,165.0,2.8744,0.3479,2606.992,2808.2,7.8517
672,0.07,170.0,2.9079,0.34389,2614.447,2818.0,7.8739
673,0.07,175.0,2.9414,0.33998,2621.902,2827.8,7.8959
674,0.07,180.0,2.9748,0.33616,2629.364,2837.6,7.9177
675,0.07,185.0,3.0082,0.33242,2636.826,2847.4,7.9392
676,0.07,190.0,3.0416,0.32877,2644.288,2857.2,7.9605
677,0.07,195.0,3.075,0.32521,2651.75,2867.0,7.9815
678,0.07,200.0,3.1083,0.32172,2659.219,2876.8,8.0024
679,0.07,210.0,3.175,0.31496,2674.25,2896.5,8.0435
680,0.07,220.0,3.2415,0.3085,2689.295,2916.2,8.0839
681,0.07,230.0,3.308,0.30229,2704.34,2935.9,8.1235
682,0.07,240.0,3.3745,0.29634,2719.485,2955.7,8.1624
683,0.07,250.0,3.4409,0.29062,2734.637,2975.5,8.2006
684,0.07,260.0,3.5073,0.28512,2749.889,2995.4,8.2382
685,0.07,270.0,3.5736,0.27983,2765.148,3015.3,8.2752
686,0.07,280.0,3.64,0.27473,2780.4,3035.2,8.3116
687,0.07,290.0,3.7062,0.26981,2795.766,3055.2,8.3474
688,0.07,300.0,3.7725,0.26508,2811.225,3075.3,8.3827
689,0.07,310.0,3.8387,0.2605,2826.691,3095.4,8.4175
690,0.07,320.0,3.905,0.25608,2842.25,3115.6,8.4518
691,0.07,330.0,3.9712,0.25182,2857.816,3135.8,8.4856
692,0.07,340.0,4.0373,0.24769,2873.489,3156.1,8.519
693,0.07,350.0,4.1035,0.24369,2889.155,3176.4,8.5519
694,0.07,360.0,4.1697,0.23983,2904.921,3196.8,8.5844
695,0.07,370.0,4.2358,0.23608,2920.794,3217.3,8.6164
696,0.07,380.0,4.3019,0.23245,2936.667,3237.8,8.6481
697,0.07,390.0,4.368,0.22894,2952.64,3258.4,8.6794
698,0.07,400.0,4.4341,0.22552,2968.613,3279.0,8.7103
699,0.07,410.0,4.5002,0.22221,2984.686,3299.7,8.7408
700,0.07,420.0,4.5663,0.21899,3000.859,3320.5,8.771
701,0.07,430.0,4.6324,0.21587,3017.032,3341.3,8.8009
702,0.07,440.0,4.6985,0.21284,3033.405,3362.3,8.8304
703,0.07,450.0,4.7645,0.20988,3049.685,3383.2,8.8596
704,0.07,460.0,4.8306,0.20701,3066.158,3404.3,8.8885
705,0.07,470.0,4.8966,0.20422,3082.638,3425.4,8.917
706,0.07,480.0,4.9627,0.2015,3099.111,3446.5,8.9453
707,0.07,490.0,5.0287,0.19886,3115.791,3467.8,8.9733
708,0.07,500.0,5.0948,0.19628,3132.464,3489.1,9.0011
709,0.07,520.0,5.2268,0.19132,3166.024,3531.9,9.0557
710,0.07,540.0,5.3589,0.18661,3199.777,3574.9,9.1094
711,0.07,560.0,5.4909,0.18212,3233.937,3618.3,9.162
712,0.07,580.0,5.6229,0.17784,3268.297,3661.9,9.2138
713,0.07,600.0,5.7549,0.17376,3302.957,3705.8,9.2646
714,0.07,620.0,5.8869,0.16987,3337.917,3750.0,9.3147
715,0.07,640.0,6.0189,0.16614,3373.177,3794.5,9.3639
716,0.07,660.0,6.1509,0.16258,3408.637,3839.2,9.4124
717,0.07,680.0,6.2828,0.15916,3444.404,3884.2,9.4601
718,0.07,700.0,6.4148,0.15589,3480.464,3929.5,9.5072
719,0.07,720.0,6.5467,0.15275,3516.831,3975.1,9.5535
720,0.07,740.0,6.6787,0.14973,3553.491,4021.0,9.5993
721,0.07,760.0,6.8106,0.14683,3590.458,4067.2,9.6444
722,0.07,780.0,6.9426,0.14404,3627.618,4113.6,9.6889
723,0.07,800.0,7.0745,0.14135,3665.085,4160.3,9.7329
724,0.07,820.0,7.2064,0.13876,3702.852,4207.3,9.7763
725,0.07,840.0,7.3384,0.13627,3740.912,4254.6,9.8191
726,0.07,860.0,7.4703,0.13386,3779.279,4302.2,9.8615
727,0.07,880.0,7.6022,0.13154,3817.846,4350.0,9.9033
728,0.07,900.0,7.7341,0.1293,3856.713,4398.1,9.9447
729,0.07,920.0,7.866,0.12713,3895.88,4446.5,9.9855
730,0.07,940.0,7.9979,0.12503,3935.247,4495.1,10.026
731,0.07,960.0,8.1298,0.123,3974.914,4544.0,10.066
732,0.07,980.0,8.2617,0.12104,4014.881,4593.2,10.106
733,0.07,1000.0,8.3937,0.11914,4055.041,4642.6,10.145
734,0.07,1100.0,9.0531,0.11046,4259.883,4893.6,10.334
735,0.07,1200.0,9.7126,0.10296,4470.718,5150.6,10.515
736,0.07,1300.0,10.372,0.096413,4687.26,5413.3,10.688
737,0.07,1400.0,11.031,0.09065,4909.03,5681.2,10.853
738,0.07,1500.0,11.691,0.085537,5135.53,5953.9,11.011
739,0.07,1600.0,12.35,0.08097,5366.5,6231.0,11.163
740,0.07,1800.0,13.669,0.073159,5840.37,6797.2,11.45
741,0.07,2000.0,14.988,0.066722,6327.84,7377.0,11.717
742,0.08,0.0,0.00100017,999.83,-0.0400136,0.04,-0.00015
743,0.08,5.0,0.00100004,999.96,21.0199968,21.1,0.07625
744,0.08,10.0,0.00100031,999.69,42.0199752,42.1,0.15108
745,0.08,15.0,0.00100091,999.09,62.9799272,63.06,0.22445
746,0.08,20.0,0.00100181,998.2,83.9098552,83.99,0.29647
747,0.08,25.0,0.00100297,997.04,104.8197624,104.9,0.36721
748,0.08,30.0,0.00100438,995.64,125.7196496,125.8,0.43673
749,0.08,35.0,0.00100601,994.02,146.6195192,146.7,0.5051
750,0.08,40.0,0.00100785,992.21,167.519372,167.6,0.57237
751,0.08,45.0,0.00100989,990.2,188.4192088,188.5,0.63858
752,0.08,50.0,0.00101212,988.03,209.3190304,209.4,0.70378
753,0.08,55.0,0.00101452,985.68,230.2288384,230.31,0.76799
754,0.08,60.0,0.0010171,983.19,251.148632,251.23,0.83126
755,0.08,65.0,0.00101984,980.54,272.0784128,272.16,0.89362
756,0.08,70.0,0.00102275,977.76,293.02818,293.11,0.9551
757,0.08,75.0,0.00102582,974.83,313.9779344,314.06,1.0157
758,0.08,80.0,0.00102904,971.78,334.9576768,335.04,1.0756
759,0.08,85.0,0.00103242,968.6,355.9474064,356.03,1.1346
760,0.08,90.0,0.00103595,965.3,376.967124,377.05,1.1929
761,0.08,93.486,0.0010385,962.93,391.62692,391.71,1.233
762,0.08,93.486,2.0871,0.47914,2498.232,2665.2,7.4339
763,0.08,95.0,2.0963,0.47703,2500.596,2668.3,7.4424
764,0.08,100.0,2.1267,0.47022,2508.364,2678.5,7.4699
765,0.08,105.0,2.1569,0.46363,2516.048,2688.6,7.4969
766,0.08,110.0,2.187,0.45725,2523.74,2698.7,7.5233
767,0.08,115.0,2.217,0.45106,2531.34,2708.7,7.5493
768,0.08,120.0,2.2469,0.44505,2538.948,2718.7,7.5749
769,0.08,125.0,2.2768,0.43922,2546.456,2728.6,7.6
770,0.08,130.0,2.3065,0.43356,2554.08,2738.6,7.6248
771,0.08,135.0,2.3362,0.42805,2561.604,2748.5,7.6492
772,0.08,140.0,2.3658,0.42268,2569.036,2758.3,7.6733
773,0.08,145.0,2.3954,0.41746,2576.568,2768.2,7.697
774,0.08,150.0,2.4249,0.41238,2584.108,2778.1,7.7204
775,0.08,155.0,2.4544,0.40743,2591.548,2787.9,7.7435
776,0.08,160.0,2.4839,0.4026,2598.988,2797.7,7.7664
777,0.08,165.0,2.5133,0.39788,2606.536,2807.6,7.7889
778,0.08,170.0,2.5427,0.39329,2613.984,2817.4,7.8113
779,0.08,175.0,2.572,0.3888,2621.44,2827.2,7.8333
780,0.08,180.0,2.6013,0.38442,2628.996,2837.1,7.8551
781,0.08,185.0,2.6306,0.38014,2636.452,2846.9,7.8767
782,0.08,190.0,2.6599,0.37595,2643.908,2856.7,7.898
783,0.08,195.0,2.6891,0.37187,2651.372,2866.5,7.9191
784,0.08,200.0,2.7184,0.36787,2658.928,2876.4,7.94
785,0.08,210.0,2.7768,0.36013,2673.956,2896.1,7.9812
786,0.08,220.0,2.8351,0.35272,2688.992,2915.8,8.0216
787,0.08,230.0,2.8934,0.34562,2704.028,2935.5,8.0613
788,0.08,240.0,2.9516,0.3388,2719.172,2955.3,8.1002
789,0.08,250.0,3.0098,0.33225,2734.416,2975.2,8.1385
790,0.08,260.0,3.0679,0.32595,2749.568,2995.0,8.1761
791,0.08,270.0,3.126,0.3199,2764.92,3015.0,8.2131
792,0.08,280.0,3.1841,0.31406,2780.172,3034.9,8.2496
793,0.08,290.0,3.2421,0.30844,2795.632,3055.0,8.2854
794,0.08,300.0,3.3001,0.30302,2810.992,3075.0,8.3208
795,0.08,310.0,3.3581,0.29778,2826.452,3095.1,8.3556
796,0.08,320.0,3.4161,0.29273,2842.012,3115.3,8.3899
797,0.08,330.0,3.4741,0.28785,2857.672,3135.6,8.4237
798,0.08,340.0,3.532,0.28312,2873.34,3155.9,8.4571
799,0.08,350.0,3.5899,0.27856,2889.008,3176.2,8.49
800,0.08,360.0,3.6478,0.27413,2904.776,3196.6,8.5225
801,0.08,370.0,3.7057,0.26985,2920.644,3217.1,8.5546
802,0.08,380.0,3.7636,0.2657,2936.512,3237.6,8.5863
803,0.08,390.0,3.8215,0.26168,2952.48,3258.2,8.6176
804,0.08,400.0,3.8794,0.25777,2968.548,3278.9,8.6485
805,0.08,410.0,3.9372,0.25399,2984.624,3299.6,8.679
806,0.08,420.0,3.9951,0.25031,3000.792,3320.4,8.7092
